Province_Number,Political_Subdivision_Segment,Projected_Longitude,Projected_Latitude,Unprojected_Latitude_Radians,Unprojected_Longitude/Radians
51,1,2531.85,1293.98,0.16997,0.67963
51,1,2548.75,1291.88,0.1699,0.68018
51,1,2558.29,1284.53,0.16966,0.68049
51,1,2568.51,1260.77,0.16889,0.68083
51,1,2586.11,1241.19,0.16825,0.68141
51,1,2615.45,1216.01,0.16743,0.68237
51,1,2631.63,1216.01,0.16743,0.68289
51,1,2646.35,1220.19,0.16756,0.68338
51,1,2659.61,1229.97,0.16788,0.68381
51,1,2674.36,1252.33,0.16861,0.68429
51,1,2689.1,1267.69,0.16911,0.68477
51,1,2700.9,1284.46,0.16966,0.68515
51,1,2709.75,1301.23,0.17021,0.68544
51,1,2720.06,1308.21,0.17044,0.68578
51,1,2730.34,1308.21,0.17044,0.68611
51,1,2740.61,1296.67,0.17006,0.68645
51,1,2745.73,1282,0.16958,0.68662
51,1,2747.9,1260.68,0.16889,0.68669
51,1,2746.41,1248.45,0.16849,0.68664
51,1,2737.54,1224.34,0.1677,0.68635
51,1,2734.58,1215.96,0.16743,0.68626
51,1,2734.54,1193.6,0.1667,0.68626
51,1,2740.39,1176.82,0.16615,0.68645
51,1,2760.96,1162.84,0.16569,0.68712
51,1,2778.59,1150.25,0.16528,0.6877
51,1,2805.05,1133.47,0.16473,0.68856
51,1,2809.44,1115.3,0.16414,0.68871
51,1,2806.48,1105.51,0.16382,0.68861
51,1,2788.82,1105.52,0.16382,0.68803
51,1,2754.98,1108.33,0.16391,0.68693
51,1,2703.5,1119.53,0.16428,0.68525
51,1,2684.39,1125.13,0.16446,0.68462
51,1,2663.79,1126.53,0.1645,0.68395
51,1,2647.6,1126.54,0.1645,0.68342
51,1,2634.35,1122.35,0.16437,0.68299
51,1,2626.96,1106.98,0.16387,0.68275
51,1,2628.38,1084.62,0.16313,0.6828
51,1,2682.67,1009.11,0.16067,0.68458
51,1,2698.75,988.07,0.15998,0.6851
51,1,2706.16,976.95,0.15962,0.68534
51,1,2706.14,964.37,0.15921,0.68534
51,1,2703.84,955.22,0.15891,0.68527
51,1,2698.74,946.2,0.15862,0.6851
51,1,2682.53,937.82,0.15834,0.68458
51,1,2658.83,911.21,0.15747,0.6838
51,1,2651.5,893.1,0.15688,0.68357
51,1,2655.84,858.16,0.15574,0.68371
51,1,2664.62,830.19,0.15483,0.684
51,1,2660.13,795.25,0.15369,0.68386
51,1,2661.56,774.28,0.153,0.6839
51,1,2665.16,769.32,0.15284,0.68402
51,1,2672.53,770.01,0.15286,0.68426
51,1,2685.14,772.87,0.15296,0.68467
51,1,2711.69,782.65,0.15328,0.68554
51,1,2735.29,791.02,0.15355,0.68631
51,1,2755.92,792.41,0.1536,0.68698
51,1,2766.24,791.01,0.15355,0.68731
51,1,2779.49,785.42,0.15337,0.68775
51,1,2800.12,782.61,0.15328,0.68842
51,1,2810.37,790.23,0.15353,0.68875
51,1,2822.26,807.77,0.1541,0.68914
51,1,2832.58,809.16,0.15414,0.68948
51,1,2850.26,809.16,0.15414,0.69005
51,1,2866.48,813.35,0.15428,0.69058
51,1,2905.47,832.84,0.15492,0.69185
51,1,2931.36,860.86,0.15583,0.69269
51,1,2933.46,872.19,0.1562,0.69276
51,1,2932.85,881.83,0.15652,0.69274
51,1,2917.03,913.65,0.15756,0.69222
51,1,2912.27,927.96,0.15802,0.69207
51,1,2913.68,951.66,0.1588,0.69211
51,1,2919.67,972.69,0.15948,0.69231
51,1,2928.94,985.08,0.15989,0.69261
51,1,2979.43,1027.5,0.16127,0.69426
51,1,2988.47,1008.98,0.16067,0.69455
51,1,2999.51,989.1,0.16002,0.69491
51,1,3016.6,967.64,0.15932,0.69547
51,1,3049.13,932.03,0.15816,0.69653
51,1,3073.4,910.56,0.15746,0.69732
51,1,3083.88,902.19,0.15718,0.69767
51,1,3098.1,893.51,0.1569,0.69813
51,1,3119.18,889.6,0.15677,0.69882
51,1,3132.71,890.71,0.15681,0.69926
51,1,3152.12,895.74,0.15697,0.69989
51,1,3176.23,904.67,0.15726,0.70068
51,1,3196.19,918.29,0.15771,0.70133
51,1,3224.25,930.28,0.1581,0.70224
51,1,3282.89,957.21,0.15898,0.70416
51,1,3332.37,983.54,0.15984,0.70577
51,1,3356.6,1003.28,0.16048,0.70656
51,1,3375.99,1024.18,0.16116,0.7072
51,1,3388.53,1048.06,0.16194,0.70761
51,1,3404.2,1073.42,0.16277,0.70812
51,1,3423.01,1092.82,0.1634,0.70873
51,1,3444.98,1106.25,0.16384,0.70945
51,1,3476.35,1124.17,0.16443,0.71048
51,1,3531.31,1125.68,0.16448,0.71227
51,1,3554.86,1125.69,0.16448,0.71304
51,1,3596.69,1120.72,0.16431,0.7144
51,1,3604.86,1116.84,0.16419,0.71467
51,1,3607.83,1114.5,0.16411,0.71477
51,1,3610.56,1110.39,0.16398,0.71486
51,1,3609.34,1106.51,0.16385,0.71482
51,1,3604.9,1102.04,0.1637,0.71467
51,1,3599.21,1099.57,0.16362,0.71449
51,1,3570.64,1094.37,0.16345,0.71355
51,1,3521.98,1082.42,0.16306,0.71196
51,1,3503.04,1074.27,0.1628,0.71134
51,1,3494.64,1070.03,0.16266,0.71107
51,1,3489.03,1064.5,0.16248,0.71089
51,1,3486.75,1056.4,0.16221,0.71081
51,1,3485.93,1046.6,0.16189,0.71078
51,1,3487.52,1042.31,0.16175,0.71084
51,1,3495.7,1031.03,0.16139,0.7111
51,1,3505.37,1022.34,0.1611,0.71142
51,1,3510.82,1019.99,0.16103,0.71159
51,1,3516.27,1019.06,0.161,0.71177
51,1,3525.67,1018.36,0.16097,0.71208
51,1,3536.31,1020.01,0.16103,0.71243
51,1,3668.06,1076.53,0.16287,0.71673
51,1,3721.37,1106.4,0.16384,0.71847
51,1,3746.45,1122.82,0.16438,0.71929
51,1,3769.97,1131.79,0.16467,0.72006
51,1,3813.88,1146.74,0.16516,0.7215
51,1,3867.22,1157.22,0.1655,0.72324
51,1,3912.75,1157.26,0.1655,0.72473
51,1,3962.99,1157.31,0.1655,0.72637
51,1,3991.25,1157.33,0.1655,0.72729
51,1,4038.34,1158.87,0.16555,0.72883
51,1,4054.07,1152.92,0.16535,0.72934
51,1,4071.01,1151.25,0.1653,0.72989
51,1,4090.18,1152.96,0.16535,0.73052
51,1,4110.56,1160.44,0.1656,0.73119
51,1,4128.78,1162.01,0.16565,0.73178
51,1,4134.1,1160.46,0.1656,0.73195
51,1,4178.07,1159.02,0.16555,0.73339
51,1,4215.75,1159.06,0.16555,0.73462
51,1,4232.65,1163.59,0.1657,0.73517
51,1,4251.79,1171.04,0.16594,0.7358
51,1,4258.12,1184.04,0.16636,0.73601
51,1,4261.07,1194.92,0.16672,0.73611
51,1,4264.05,1220.29,0.16755,0.73621
51,1,4271.64,1231.71,0.16792,0.73646
51,1,4276.73,1236.58,0.16808,0.73663
51,1,4280.82,1237.56,0.16811,0.73676
51,1,4293.1,1236.6,0.16808,0.73716
51,1,4305.11,1237.35,0.1681,0.73755
51,1,4316.86,1239.79,0.16818,0.73794
51,1,4327.31,1245.88,0.16838,0.73828
51,1,4340.3,1254.9,0.16867,0.73871
51,1,4377.44,1281.07,0.16952,0.73993
51,1,4379.81,1278.61,0.16944,0.74
51,1,4405.36,1201.26,0.16692,0.74082
51,1,4416.55,1181.7,0.16628,0.74118
51,1,4456.49,1080.32,0.16297,0.74246
51,1,4480.25,1052.01,0.16204,0.74323
51,1,4496.17,1022.19,0.16107,0.74374
51,1,4518.39,990.15,0.16002,0.74446
51,1,4524.79,973.75,0.15948,0.74467
51,1,4528.07,954.36,0.15885,0.74477
51,1,4537.72,923.05,0.15783,0.74508
51,1,4556.74,900.7,0.1571,0.74569
51,1,4578.81,891.78,0.1568,0.74641
51,1,4594.68,870.92,0.15612,0.74692
51,1,4602.74,844.07,0.15525,0.74718
51,1,4605.82,771.36,0.15287,0.74726
51,1,4619.44,731.51,0.15157,0.7477
51,1,4652.68,683.02,0.14999,0.74877
51,1,4655.89,656.67,0.14913,0.74887
51,1,4651.55,621.85,0.14799,0.74872
51,1,4643.82,602.44,0.14736,0.74846
51,1,4631.38,580.04,0.14662,0.74805
51,1,4612.67,554.64,0.1458,0.74743
51,1,4598.57,544.18,0.14546,0.74697
51,1,4573.48,529.22,0.14497,0.74615
51,1,4559.39,517.26,0.14458,0.74569
51,1,4542.22,493.36,0.1438,0.74513
51,1,4531.35,469.47,0.14302,0.74477
51,1,4522.03,448.57,0.14234,0.74446
51,1,4507.94,435.12,0.1419,0.744
51,1,4503.44,433.71,0.14185,0.74385
51,1,4495.21,434.67,0.14189,0.74359
51,1,4482.69,442.55,0.14214,0.74318
51,1,4469.94,466.4,0.14292,0.74277
51,1,4460.3,496.23,0.1439,0.74246
51,1,4449.09,526.05,0.14487,0.7421
51,1,4441.06,552.9,0.14575,0.74185
51,1,4436.14,584.22,0.14677,0.74169
51,1,4426.53,611.07,0.14765,0.74139
51,1,4409.13,624.47,0.14809,0.74082
51,1,4377.95,641.68,0.14865,0.73981
51,1,4358.45,676.62,0.14979,0.73918
51,1,4348.91,693.02,0.15033,0.73887
51,1,4336.26,703.45,0.15067,0.73846
51,1,4325.25,703.44,0.15067,0.73811
51,1,4311.14,694.47,0.15037,0.73764
51,1,4303.36,679.54,0.14989,0.73739
51,1,4305.04,660.14,0.14925,0.73744
51,1,4292.63,628.8,0.14823,0.73703
51,1,4284.87,607.9,0.14755,0.73677
51,1,4280.31,578.05,0.14658,0.73662
51,1,4269.45,548.2,0.1456,0.73626
51,1,4252.29,518.34,0.14463,0.7357
51,1,4225.74,475.04,0.14321,0.73482
51,1,4208.66,425.79,0.14161,0.73426
51,1,4199.35,397.43,0.14068,0.73395
51,1,4196.34,367.58,0.13971,0.73385
51,1,4191.71,348.18,0.13907,0.7337
51,1,4180.81,319.82,0.13815,0.73334
51,1,4180.95,289.98,0.13717,0.73334
51,1,4182.75,243.73,0.13566,0.73339
51,1,4201.88,200.48,0.13425,0.734
51,1,4203.73,141.54,0.13233,0.73406
51,1,4203.82,123.64,0.13174,0.73406
51,1,4222.88,96.8,0.13087,0.73467
51,1,4234.06,68.46,0.12994,0.73503
51,1,4260.94,56.56,0.12955,0.7359
51,1,4275.2,44.64,0.12916,0.73636
51,1,4280,31.22,0.12872,0.73652
51,1,4297.53,-1.59,0.12765,0.73708
51,1,4305.56,-29.93,0.12673,0.73734
51,1,4308.96,-79.17,0.12512,0.73744
51,1,4304.43,-120.95,0.12376,0.73729
51,1,4288.79,-153.8,0.12268,0.73677
51,1,4282.65,-191.1,0.12147,0.73657
51,1,4257.55,-226.94,0.1203,0.73575
51,1,4238.7,-250.84,0.11952,0.73513
51,1,4232.45,-267.26,0.11898,0.73493
51,1,4223.14,-306.06,0.11772,0.73462
51,1,4210.63,-337.41,0.11669,0.73421
51,1,4215.55,-379.18,0.11533,0.73436
51,1,4220.38,-398.58,0.1147,0.73452
51,1,4214.16,-423.95,0.11387,0.73431
51,1,4207.91,-441.86,0.11328,0.73411
51,1,4189,-455.31,0.11284,0.73349
51,1,4173.2,-458.31,0.11275,0.73298
51,1,4128.93,-461.34,0.11265,0.73154
51,1,4081.51,-465.86,0.1125,0.73001
51,1,4043.53,-458.43,0.11275,0.72878
51,1,4018.27,-459.01,0.11273,0.72796
51,1,3997.69,-464.44,0.11255,0.72729
51,1,3991.54,-480.43,0.11203,0.72709
51,1,3988.36,-509.21,0.11109,0.72698
51,1,3986.79,-513.69,0.11094,0.72693
51,1,3986.86,-534.58,0.11026,0.72693
51,1,3985.33,-550.99,0.10973,0.72688
51,1,3964.86,-580.85,0.10875,0.72621
51,1,3949.08,-594.29,0.10831,0.7257
51,1,3926.96,-601.77,0.10807,0.72498
51,1,3904.8,-600.29,0.10812,0.72427
51,1,3874.7,-585.4,0.10861,0.72329
51,1,3820.76,-528.74,0.11046,0.72155
51,1,3790.61,-491.46,0.11168,0.72057
51,1,3779.48,-467.59,0.11245,0.72022
51,1,3745.03,-427.12,0.11378,0.7191
51,1,3728.69,-388.55,0.11504,0.71858
51,1,3719.17,-375.12,0.11547,0.71827
51,1,3701.78,-376.62,0.11543,0.7177
51,1,3693.9,-384.09,0.11518,0.71745
51,1,3686.02,-397.52,0.11474,0.71719
51,1,3686.06,-415.43,0.11416,0.71719
51,1,3686.12,-440.79,0.11333,0.71719
51,1,3686.15,-454.22,0.11289,0.71719
51,1,3684.62,-479.59,0.11207,0.71714
51,1,3678.33,-494.51,0.11158,0.71694
51,1,3665.7,-504.96,0.11124,0.71653
51,1,3635.65,-506.47,0.11119,0.71555
51,1,3613.51,-506.48,0.11119,0.71483
51,1,3596.12,-509.47,0.11109,0.71427
51,1,3591.38,-513.95,0.11094,0.71412
51,1,3588.26,-533.35,0.11031,0.71401
51,1,3589.89,-563.19,0.10934,0.71406
51,1,3589.94,-590.04,0.10846,0.71406
51,1,3589.99,-619.88,0.10749,0.71406
51,1,3591.63,-649.72,0.10651,0.71412
51,1,3601.82,-663.19,0.10607,0.71445
51,1,3615.41,-673.58,0.10573,0.71488
51,1,3648.69,-694.45,0.10505,0.71596
51,1,3681.97,-716.82,0.10432,0.71704
51,1,3713.68,-740.67,0.10354,0.71806
51,1,3750.17,-777.95,0.10232,0.71924
51,1,3778.75,-810.75,0.10125,0.72016
51,1,3800.98,-840.58,0.10028,0.72088
51,1,3807.94,-862.5,0.09956,0.72111
51,1,3809,-882.35,0.09891,0.72114
51,1,3804.91,-894.13,0.09853,0.721
51,1,3801.16,-912.19,0.09794,0.72088
51,1,3799.39,-926.34,0.09748,0.72082
51,1,3801.21,-939.17,0.09706,0.72088
51,1,3801.93,-947.42,0.09679,0.7209
51,1,3826.91,-990.75,0.09537,0.72171
51,1,3837.54,-1015.92,0.09455,0.72205
51,1,3843.18,-1032.32,0.09402,0.72223
51,1,3847.44,-1055.51,0.09326,0.72237
51,1,3861.78,-1088.32,0.09219,0.72283
51,1,3895.16,-1127.09,0.09092,0.72391
51,1,3917.44,-1159.89,0.08985,0.72462
51,1,3939.7,-1183.74,0.08907,0.72534
51,1,3965.15,-1215.05,0.08805,0.72616
51,1,3981.09,-1247.86,0.08698,0.72667
51,1,3993.84,-1268.74,0.08629,0.72708
51,1,4003.43,-1298.57,0.08532,0.72739
51,1,4008.25,-1320.94,0.08459,0.72755
51,1,4005.12,-1332.88,0.0842,0.72744
51,1,3995.64,-1349.29,0.08366,0.72714
51,1,3989.32,-1358.25,0.08337,0.72693
51,1,3959.19,-1359.76,0.08332,0.72596
51,1,3900.51,-1361.3,0.08327,0.72406
51,1,3840.24,-1362.83,0.08323,0.72211
51,1,3787.9,-1364.36,0.08318,0.72042
51,1,3756.18,-1365.87,0.08313,0.7194
51,1,3729.22,-1370.36,0.08298,0.71852
51,1,3724.47,-1373.35,0.08288,0.71837
51,1,3713.39,-1386.78,0.08245,0.71801
51,1,3700.72,-1398.72,0.08206,0.7176
51,1,3691.23,-1412.15,0.08162,0.71729
51,1,3680.15,-1430.06,0.08103,0.71693
51,1,3665.89,-1442,0.08064,0.71647
51,1,3656.39,-1449.46,0.0804,0.71617
51,1,3643.71,-1458.42,0.08011,0.71576
51,1,3635.78,-1464.39,0.07991,0.7155
51,1,3631.04,-1471.85,0.07967,0.71535
51,1,3629.46,-1479.31,0.07943,0.71529
51,1,3624.72,-1491.24,0.07904,0.71514
51,1,3618.38,-1497.21,0.07884,0.71494
51,1,3605.69,-1500.2,0.07874,0.71453
51,1,3588.24,-1500.21,0.07874,0.71396
51,1,3561.25,-1494.26,0.07894,0.71309
51,1,3543.78,-1480.84,0.07938,0.71253
51,1,3529.5,-1479.35,0.07943,0.71207
51,1,3519.98,-1480.85,0.07938,0.71176
51,1,3518.41,-1495.76,0.07889,0.71171
51,1,3520.01,-1509.19,0.07845,0.71176
51,1,3527.97,-1527.09,0.07787,0.71201
51,1,3532.75,-1544.98,0.07728,0.71217
51,1,3537.54,-1562.88,0.0767,0.71232
51,1,3535.97,-1580.78,0.07611,0.71227
51,1,3521.78,-1619.78,0.07484,0.71181
51,1,3497.63,-1639.68,0.07419,0.71103
51,1,3484.72,-1639.24,0.07421,0.71061
51,1,3477.87,-1651.26,0.07381,0.71039
51,1,3477.53,-1651.86,0.07379,0.71038
51,1,3461.46,-1651.57,0.0738,0.70986
51,1,3419.88,-1667.76,0.07327,0.70852
51,1,3384.01,-1681.13,0.07284,0.70736
51,1,3368.39,-1687.24,0.07264,0.70686
51,1,3368.39,-1687.24,0.07264,0.70686
51,1,3368.39,-1687.24,0.07264,0.70686
51,1,3341.82,-1697.62,0.0723,0.706
51,1,3313.75,-1708.02,0.07196,0.70509
51,1,3308.2,-1720.94,0.07154,0.70491
51,1,3256.54,-1738.17,0.07098,0.70324
51,1,3209.39,-1754.95,0.07043,0.70172
51,1,3199.78,-1752.42,0.07051,0.70141
51,1,3196.78,-1761.78,0.07021,0.70131
51,1,3172.44,-1773.73,0.06982,0.70053
51,1,3172.33,-1773.79,0.06981,0.70052
51,1,3172.33,-1773.79,0.06981,0.70052
51,1,3172.29,-1773.8,0.06981,0.70052
51,1,3172.29,-1773.8,0.06981,0.70052
51,1,3172.29,-1773.8,0.06981,0.70052
51,1,3148.72,-1785.38,0.06943,0.69976
51,1,3100.5,-1810.92,0.0686,0.69821
51,1,3098.1,-1811.96,0.06857,0.69813
51,1,3095.02,-1813.31,0.06852,0.69803
51,1,3025.99,-1843.58,0.06753,0.6958
51,1,2980.59,-1945.7,0.0642,0.69434
51,1,2878.95,-2040.54,0.0611,0.69106
51,1,2878.81,-2040.93,0.06109,0.69106
51,1,2878.79,-2040.99,0.06109,0.69106
51,1,2860.14,-2090.86,0.05946,0.69045
51,1,2840.75,-2091,0.05945,0.68983
51,1,2834.89,-2087.88,0.05955,0.68964
51,1,2830.23,-2084.76,0.05966,0.68949
51,1,2827.52,-2080.56,0.05979,0.6894
51,1,2827.07,-2079.86,0.05982,0.68939
51,1,2827.53,-2074.37,0.06,0.6894
51,1,2827.53,-2074.37,0.06,0.6894
51,1,2828.13,-2070.36,0.06013,0.68942
51,1,2827.53,-2068.37,0.06019,0.6894
51,1,2826.48,-2064.87,0.06031,0.68937
51,1,2820.47,-2065.02,0.0603,0.68917
51,1,2810.4,-2065.02,0.0603,0.68885
51,1,2800.93,-2061.01,0.06043,0.68854
51,1,2785.6,-2062.34,0.06039,0.68805
51,1,2757.49,-2058.47,0.06051,0.68714
51,1,2736.3,-2057.43,0.06055,0.68646
51,1,2740.37,-2047.63,0.06087,0.68659
51,1,2742.02,-2044.37,0.06097,0.68664
51,1,2740.22,-2041.69,0.06106,0.68659
51,1,2738.42,-2040.95,0.06109,0.68653
51,1,2738.11,-2040.87,0.06109,0.68652
51,1,2734.96,-2040.06,0.06112,0.68642
51,1,2732.41,-2040.06,0.06112,0.68633
51,1,2729.41,-2040.86,0.06109,0.68624
51,1,2729.1,-2040.95,0.06109,0.68623
51,1,2717.22,-2053.56,0.06067,0.68584
51,1,2716.61,-2054.16,0.06065,0.68582
51,1,2691.66,-2056.22,0.06059,0.68502
51,1,2683.55,-2053.1,0.06069,0.68476
51,1,2663.56,-2052.36,0.06071,0.68411
51,1,2639.53,-2040.92,0.06109,0.68334
51,1,2639.52,-2040.92,0.06109,0.68334
51,1,2639.36,-2040.84,0.06109,0.68333
51,1,2627.35,-2035.12,0.06128,0.68294
51,1,2604.79,-2023.49,0.06166,0.68222
51,1,2604.75,-2023.47,0.06166,0.68222
51,1,2602.87,-2022.5,0.06169,0.68215
51,1,2598.36,-2024.87,0.06161,0.68201
51,1,2590.69,-2027.98,0.06151,0.68176
51,1,2589.14,-2027.28,0.06153,0.68171
51,1,2587.08,-2026.35,0.06156,0.68165
51,1,2581.97,-2025.46,0.06159,0.68148
51,1,2577.31,-2027.98,0.06151,0.68133
51,1,2572.8,-2031.09,0.06141,0.68118
51,1,2570.39,-2034.65,0.06129,0.68111
51,1,2566.79,-2031.98,0.06138,0.68099
51,1,2562.43,-2029.31,0.06146,0.68085
51,1,2558.37,-2028.41,0.06149,0.68072
51,1,2557.02,-2028.66,0.06149,0.68068
51,1,2557.02,-2028.66,0.06149,0.68068
51,1,2557.02,-2028.66,0.06149,0.68068
51,1,2553.56,-2029.3,0.06146,0.68056
51,1,2550.86,-2029.3,0.06146,0.68048
51,1,2541.7,-2024.1,0.06163,0.68018
51,1,2533.42,-2030.93,0.06141,0.67991
51,1,2510.27,-2033.44,0.06133,0.67917
51,1,2454.23,-2017.67,0.06184,0.67736
51,1,2410.67,-2004.88,0.06226,0.67595
51,1,2384.58,-1973.99,0.06327,0.67511
51,1,2383.96,-1980.97,0.06304,0.67509
51,1,2384.1,-1988.69,0.06279,0.6751
51,1,2367.87,-1987.04,0.06284,0.67457
51,1,2352.54,-1986.44,0.06286,0.67408
51,1,2347.6,-1979.31,0.06309,0.67392
51,1,2340.08,-1983.46,0.06296,0.67368
51,1,2320.69,-1981.52,0.06302,0.67305
51,1,2317.86,-1969.94,0.0634,0.67296
51,1,2302.26,-1958.5,0.06377,0.67245
51,1,2294.88,-1963.69,0.0636,0.67222
51,1,2295.77,-1972.9,0.0633,0.67224
51,1,2286.59,-1976.5,0.06318,0.67195
51,1,2263.86,-1985.44,0.06289,0.67122
51,1,2258.47,-1987.57,0.06282,0.67104
51,1,2191.3,-1982.47,0.06299,0.66888
51,1,2108.52,-1975.13,0.06322,0.6662
51,1,2081.6,-1980.89,0.06304,0.66534
51,1,2073.67,-1970.05,0.06339,0.66508
51,1,2046.5,-1959.34,0.06374,0.6642
51,1,2034.39,-1934.68,0.06454,0.66381
51,1,2016.25,-1919.23,0.06505,0.66322
51,1,2016.25,-1919.23,0.06505,0.66322
51,1,2015.2,-1918.34,0.06508,0.66319
51,1,2014.48,-1917.87,0.06509,0.66317
51,1,1862.12,-1820.06,0.06828,0.65824
51,1,1789.32,-1773.06,0.06981,0.65588
51,1,1789.32,-1773.06,0.06981,0.65588
51,1,1789.24,-1773.01,0.06981,0.65588
51,1,1768.05,-1759.33,0.07026,0.6552
51,1,1746.43,-1745.37,0.07072,0.6545
51,1,1628.1,-1668.94,0.07321,0.65067
51,1,1547.08,-1619.69,0.07481,0.64804
51,1,1543.78,-1619.83,0.07481,0.64794
51,1,1537.48,-1618.64,0.07485,0.64773
51,1,1533.5,-1601.26,0.07541,0.6476
51,1,1532.17,-1596.81,0.07556,0.64756
51,1,1528.58,-1594.13,0.07565,0.64744
51,1,1523.03,-1593.97,0.07565,0.64726
51,1,1511.02,-1593.21,0.07567,0.64687
51,1,1498.36,-1571.96,0.07637,0.64646
51,1,1476.9,-1570.11,0.07643,0.64577
51,1,1476.9,-1570.11,0.07643,0.64577
51,1,1473.9,-1569.85,0.07644,0.64567
51,1,1462.54,-1560.63,0.07674,0.6453
51,1,1416.41,-1540.22,0.0774,0.64381
51,1,1321.55,-1540.52,0.07739,0.64075
51,1,1321.86,-1537.89,0.07747,0.64076
51,1,1349.87,-1477.89,0.07943,0.64165
51,1,1355.16,-1462.41,0.07994,0.64182
51,1,1365.68,-1438.78,0.08071,0.64216
51,1,1381.44,-1409.45,0.08167,0.64266
51,1,1399.77,-1385.02,0.08247,0.64325
51,1,1419.82,-1361.41,0.08324,0.64389
51,1,1434.65,-1342.68,0.08385,0.64437
51,1,1444.27,-1326.39,0.08438,0.64468
51,1,1445.58,-1310.46,0.0849,0.64472
51,1,1445.3,-1294.59,0.08542,0.6447
51,1,1437.61,-1272.57,0.08614,0.64445
51,1,1421.27,-1249.71,0.08689,0.64392
51,1,1419.1,-1236.64,0.08731,0.64385
51,1,1418.79,-1226.88,0.08763,0.64384
51,1,1425.86,-1200.8,0.08848,0.64406
51,1,1432.05,-1176.35,0.08928,0.64426
51,1,1431.35,-1146.18,0.09027,0.64423
51,1,1439.18,-1113.27,0.09134,0.64448
51,1,1447.96,-1091.27,0.09206,0.64476
51,1,1455.83,-1077.82,0.0925,0.64501
51,1,1469.28,-1073.36,0.09265,0.64544
51,1,1488.9,-1072.07,0.09269,0.64608
51,1,1522.5,-1079.15,0.09246,0.64717
51,1,1540.84,-1077.03,0.09253,0.64776
51,1,1547.2,-1076.33,0.09255,0.64796
51,1,1556.29,-1077.56,0.09251,0.64826
51,1,1571.13,-1081.15,0.0924,0.64874
51,1,1578.32,-1086.97,0.09221,0.64897
51,1,1582.65,-1091.99,0.09204,0.64911
51,1,1589.11,-1095.55,0.09193,0.64932
51,1,1649.16,-1130.4,0.09079,0.65127
51,1,1686.33,-1146.76,0.09026,0.65247
51,1,1727.89,-1150.07,0.09015,0.65382
51,1,1772.07,-1150.12,0.09015,0.65525
51,1,1803.27,-1146.09,0.09029,0.65626
51,1,1826.71,-1133.88,0.09068,0.65701
51,1,1844.97,-1116.78,0.09124,0.6576
51,1,1866.68,-1102.13,0.09172,0.6583
51,1,1889.21,-1099.71,0.0918,0.65903
51,1,1912.57,-1104.63,0.09164,0.65979
51,1,1928.58,-1106.96,0.09157,0.6603
51,1,1942.87,-1106.57,0.09158,0.66077
51,1,1951.55,-1102.5,0.09171,0.66105
51,1,1969.78,-1092.46,0.09204,0.66163
51,1,1981.07,-1082.15,0.09238,0.662
51,1,1989.79,-1068.83,0.09281,0.66228
51,1,1990.74,-1045.19,0.09359,0.66231
51,1,1989.47,-1026.95,0.09418,0.66226
51,1,1990.86,-1010.95,0.0947,0.66231
51,1,2002.24,-976.71,0.09582,0.66267
51,1,2007.87,-966.63,0.09615,0.66285
51,1,2010.1,-957.97,0.09643,0.66292
51,1,2014.54,-929.43,0.09737,0.66306
51,1,2018.57,-881.85,0.09892,0.66319
51,1,2021.63,-872.13,0.09924,0.66329
51,1,2034.67,-855.02,0.0998,0.66371
51,1,2051.16,-841.17,0.10025,0.66424
51,1,2062.48,-823.25,0.10083,0.6646
51,1,2064.27,-804.49,0.10145,0.66466
51,1,2058.3,-782.47,0.10217,0.66446
51,1,2048.85,-763.71,0.10278,0.66415
51,1,2043.74,-742.51,0.10347,0.66399
51,1,2045.56,-717.23,0.10429,0.66404
51,1,2042.2,-691.95,0.10512,0.66393
51,1,2028.42,-676.44,0.10563,0.66348
51,1,2001.63,-672.34,0.10576,0.66261
51,1,1969.64,-669.86,0.10584,0.66158
51,1,1956.22,-667.8,0.10591,0.66114
51,1,1948.02,-665.35,0.10599,0.66088
51,1,1943.72,-663.31,0.10605,0.66074
51,1,1938.98,-655.14,0.10632,0.66058
51,1,1937.28,-648.21,0.10654,0.66053
51,1,1934.33,-630.68,0.10712,0.66043
51,1,1933.07,-620.08,0.10746,0.66039
51,1,1934.85,-609.89,0.1078,0.66044
51,1,1950.1,-585.85,0.10858,0.66093
51,1,1969.23,-558.97,0.10946,0.66155
51,1,1992.67,-534.53,0.11026,0.66231
51,1,2018.71,-507.65,0.11114,0.66315
51,1,2039.55,-482.39,0.11196,0.66382
51,1,2058.65,-461.21,0.11265,0.66443
51,1,2075.98,-448.18,0.11308,0.66499
51,1,2085.41,-447.47,0.1131,0.6653
51,1,2094.13,-449.01,0.11305,0.66558
51,1,2129.47,-471.88,0.11231,0.66673
51,1,2133.26,-476.47,0.11216,0.66686
51,1,2134.98,-480.54,0.11202,0.66691
51,1,2133.75,-483.3,0.11193,0.66687
51,1,2110.35,-500.4,0.11138,0.66612
51,1,2102.46,-509.46,0.11108,0.66586
51,1,2094.72,-521.58,0.11068,0.66561
51,1,2091.57,-532.28,0.11033,0.66551
51,1,2092.4,-544.38,0.10994,0.66554
51,1,2094.51,-554.71,0.1096,0.66561
51,1,2094.07,-559.46,0.10945,0.66559
51,1,2091.46,-563.94,0.1093,0.66551
51,1,2087.98,-569.24,0.10913,0.6654
51,1,2070.27,-586.79,0.10855,0.66483
51,1,2067.15,-592.46,0.10837,0.66473
